instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,time_of_day,casual_ratio,log_casual,log_registered,log_cnt
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.69,0.0,8,26,34,Spring,Mist,Friday,Morning Peak,0.23529411764705882,2.1972245773362196,3.295836866004329,3.5553480614894135
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.69,0.1343,8,76,84,Spring,Clear,Friday,Morning Peak,0.09523809523809523,2.1972245773362196,4.343805421853684,4.442651256490317
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.51,0.2537,20,190,210,Spring,Clear,Friday,Morning Peak,0.09523809523809523,3.044522437723423,5.25227342804663,5.351858133476067
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.47,0.2985,9,125,134,Spring,Clear,Friday,Morning Peak,0.06716417910447761,2.302585092994046,4.836281906951478,4.90527477843843
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.37,0.3284,16,47,63,Spring,Clear,Friday,Midday,0.25396825396825395,2.833213344056216,3.8712010109078907,4.1588830833596715
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.4,0.2239,19,48,67,Spring,Mist,Friday,Midday,0.2835820895522388,2.995732273553991,3.8918202981106265,4.219507705176107
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.37,0.2537,9,50,59,Spring,Mist,Friday,Midday,0.15254237288135594,2.302585092994046,3.9318256327243257,4.0943445622221
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.37,0.2836,9,64,73,Spring,Mist,Friday,Midday,0.1232876712328767,2.302585092994046,4.174387269895637,4.304065093204169
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.4,0.2537,7,43,50,Spring,Mist,Friday,Midday,0.14,2.0794415416798357,3.784189633918261,3.9318256327243257
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.37,0.1642,9,63,72,Spring,Mist,Friday,Midday,0.125,2.302585092994046,4.1588830833596715,4.290459441148391
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.37,0.1642,5,82,87,Spring,Mist,Friday,Evening Peak,0.05747126436781609,1.791759469228055,4.418840607796598,4.477336814478207
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.37,0.0,9,178,187,Spring,Mist,Friday,Evening Peak,0.0481283422459893,2.302585092994046,5.187385805840755,5.236441962829949
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.4,0.0896,7,116,123,Spring,Clear,Friday,Evening Peak,0.056910569105691054,2.0794415416798357,4.762173934797756,4.820281565605037
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.55,0.0896,3,92,95,Spring,Clear,Friday,Evening Peak,0.031578947368421054,1.3862943611198906,4.532599493153256,4.564348191467836
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.47,0.1045,1,50,51,Spring,Clear,Friday,Night/Early Morning,0.0196078431372549,0.6931471805599453,3.9318256327243257,3.9512437185814275
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.47,0.1343,0,39,39,Spring,Clear,Friday,Night/Early Morning,0.0,0.0,3.6888794541139363,3.6888794541139363
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.43,0.1642,2,34,36,Spring,Mist,Friday,Night/Early Morning,0.05555555555555555,1.0986122886681096,3.5553480614894135,3.6109179126442243
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.51,0.1642,1,14,15,Spring,Mist,Friday,Night/Early Morning,0.06666666666666667,0.6931471805599453,2.70805020110221,2.772588722239781
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.51,0.1642,1,24,25,Spring,Mist,Saturday,Night/Early Morning,0.04,0.6931471805599453,3.2188758248682006,3.258096538021482
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.55,0.0896,1,15,16,Spring,Mist,Saturday,Night/Early Morning,0.0625,0.6931471805599453,2.772588722239781,2.833213344056216
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.55,0.0,3,13,16,Spring,Mist,Saturday,Night/Early Morning,0.1875,1.3862943611198906,2.639057329615259,2.833213344056216
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.55,0.1642,0,7,7,Spring,Light Snow/Rain,Saturday,Night/Early Morning,0.0,0.0,2.0794415416798357,2.0794415416798357
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.55,0.1642,0,1,1,Spring,Light Snow/Rain,Saturday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.74,0.1642,0,5,5,Spring,Mist,Saturday,Night/Early Morning,0.0,0.0,1.791759469228055,1.791759469228055
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.74,0.1642,0,2,2,Spring,Mist,Saturday,Morning Peak,0.0,0.0,1.0986122886681096,1.0986122886681096
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.74,0.1045,1,8,9,Spring,Mist,Saturday,Morning Peak,0.1111111111111111,0.6931471805599453,2.1972245773362196,2.302585092994046
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.93,0.1045,0,15,15,Spring,Light Snow/Rain,Saturday,Morning Peak,0.0,0.0,2.772588722239781,2.772588722239781
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.93,0.1045,0,20,20,Spring,Light Snow/Rain,Saturday,Morning Peak,0.0,0.0,3.044522437723423,3.044522437723423
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.8,0.1642,5,56,61,Spring,Mist,Saturday,Midday,0.08196721311475409,1.791759469228055,4.04305126783455,4.127134385045092
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.69,0.3881,2,60,62,Spring,Mist,Saturday,Midday,0.03225806451612903,1.0986122886681096,4.110873864173311,4.143134726391533
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.59,0.3582,8,90,98,Spring,Mist,Saturday,Midday,0.08163265306122448,2.1972245773362196,4.51085950651685,4.59511985013459
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.44,0.3284,7,95,102,Spring,Clear,Saturday,Midday,0.06862745098039216,2.0794415416798357,4.564348191467836,4.634728988229636
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.32,0.4775,12,83,95,Spring,Clear,Saturday,Midday,0.12631578947368421,2.5649493574615367,4.430816798843313,4.564348191467836
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.32,0.4478,5,69,74,Spring,Clear,Saturday,Midday,0.06756756756756757,1.791759469228055,4.248495242049359,4.31748811353631
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.29,0.4478,8,68,76,Spring,Clear,Saturday,Evening Peak,0.10526315789473684,2.1972245773362196,4.23410650459726,4.343805421853684
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.37,0.4775,5,64,69,Spring,Clear,Saturday,Evening Peak,0.07246376811594203,1.791759469228055,4.174387269895637,4.248495242049359
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.39,0.2985,3,52,55,Spring,Clear,Saturday,Evening Peak,0.05454545454545454,1.3862943611198906,3.970291913552122,4.02535169073515
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.36,0.2537,4,26,30,Spring,Clear,Saturday,Evening Peak,0.13333333333333333,1.6094379124341003,3.295836866004329,3.4339872044851463
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.36,0.2537,0,28,28,Spring,Clear,Saturday,Night/Early Morning,0.0,0.0,3.367295829986474,3.367295829986474
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.39,0.3582,2,35,37,Spring,Clear,Saturday,Night/Early Morning,0.05405405405405406,1.0986122886681096,3.58351893845611,3.6375861597263857
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.36,0.3881,1,33,34,Spring,Clear,Saturday,Night/Early Morning,0.029411764705882353,0.6931471805599453,3.5263605246161616,3.5553480614894135
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.39,0.4478,0,22,22,Spring,Clear,Saturday,Night/Early Morning,0.0,0.0,3.1354942159291497,3.1354942159291497
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.42,0.3881,1,24,25,Spring,Clear,Sunday,Night/Early Morning,0.04,0.6931471805599453,3.2188758248682006,3.258096538021482
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.42,0.4627,0,12,12,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,2.5649493574615367,2.5649493574615367
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.46,0.4627,0,11,11,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,2.4849066497880004,2.4849066497880004
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.46,0.4179,0,4,4,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.53,0.194,0,1,1,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.53,0.194,0,1,1,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.49,0.2836,0,1,1,Spring,Clear,Sunday,Morning Peak,0.0,0.0,0.6931471805599453,0.6931471805599453
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.53,0.194,1,5,6,Spring,Clear,Sunday,Morning Peak,0.16666666666666666,0.6931471805599453,1.791759469228055,1.9459101490553132
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.49,0.2836,0,10,10,Spring,Clear,Sunday,Morning Peak,0.0,0.0,2.3978952727983707,2.3978952727983707
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.46,0.4775,0,19,19,Spring,Clear,Sunday,Morning Peak,0.0,0.0,2.995732273553991,2.995732273553991
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.43,0.3881,0,49,49,Spring,Clear,Sunday,Midday,0.0,0.0,3.912023005428146,3.912023005428146
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.4,0.4775,2,47,49,Spring,Clear,Sunday,Midday,0.04081632653061224,1.0986122886681096,3.8712010109078907,3.912023005428146
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.37,0.4478,4,79,83,Spring,Clear,Sunday,Midday,0.04819277108433735,1.6094379124341003,4.382026634673881,4.430816798843313
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.34,0.4478,6,69,75,Spring,Clear,Sunday,Midday,0.08,1.9459101490553132,4.248495242049359,4.330733340286331
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.32,0.4627,8,64,72,Spring,Clear,Sunday,Midday,0.1111111111111111,2.1972245773362196,4.174387269895637,4.290459441148391
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.35,0.3582,5,77,82,Spring,Clear,Sunday,Midday,0.06097560975609756,1.791759469228055,4.356708826689592,4.418840607796598
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.34,0.4478,13,79,92,Spring,Clear,Sunday,Evening Peak,0.14130434782608695,2.639057329615259,4.382026634673881,4.532599493153256
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.37,0.3881,3,59,62,Spring,Clear,Sunday,Evening Peak,0.04838709677419355,1.3862943611198906,4.0943445622221,4.143134726391533
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.4,0.3284,4,44,48,Spring,Clear,Sunday,Evening Peak,0.08333333333333333,1.6094379124341003,3.8066624897703196,3.8918202981106265
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.43,0.3284,1,40,41,Spring,Clear,Sunday,Evening Peak,0.024390243902439025,0.6931471805599453,3.713572066704308,3.7376696182833684
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.46,0.2537,0,38,38,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,3.6635616461296463,3.6635616461296463
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.46,0.4179,1,19,20,Spring,Clear,Sunday,Night/Early Morning,0.05,0.6931471805599453,2.995732273553991,3.044522437723423
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.46,0.2985,5,10,15,Spring,Clear,Sunday,Night/Early Morning,0.3333333333333333,1.791759469228055,2.3978952727983707,2.772588722239781
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.5,0.194,0,6,6,Spring,Clear,Sunday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.5,0.2836,2,3,5,Spring,Clear,Monday,Night/Early Morning,0.4,1.0986122886681096,1.3862943611198906,1.791759469228055
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.5,0.2836,1,0,1,Spring,Clear,Monday,Night/Early Morning,1.0,0.6931471805599453,0.0,0.6931471805599453
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.5,0.2239,0,3,3,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.5,0.2239,0,1,1,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.54,0.1343,1,2,3,Spring,Clear,Monday,Night/Early Morning,0.3333333333333333,0.6931471805599453,1.0986122886681096,1.3862943611198906
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.54,0.2537,0,3,3,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.5,0.2836,0,31,31,Spring,Clear,Monday,Morning Peak,0.0,0.0,3.4657359027997265,3.4657359027997265
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.5,0.2239,2,75,77,Spring,Clear,Monday,Morning Peak,0.025974025974025976,1.0986122886681096,4.330733340286331,4.356708826689592
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.5,0.2836,4,184,188,Spring,Mist,Monday,Morning Peak,0.02127659574468085,1.6094379124341003,5.220355825078325,5.241747015059643
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.5,0.2537,2,92,94,Spring,Mist,Monday,Morning Peak,0.02127659574468085,1.0986122886681096,4.532599493153256,4.553876891600541
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.5,0.2985,0,31,31,Spring,Mist,Monday,Midday,0.0,0.0,3.4657359027997265,3.4657359027997265
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.47,0.2836,2,28,30,Spring,Mist,Monday,Midday,0.06666666666666667,1.0986122886681096,3.367295829986474,3.4339872044851463
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.4,0.2836,5,47,52,Spring,Mist,Monday,Midday,0.09615384615384616,1.791759469228055,3.8712010109078907,3.970291913552122
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.4,0.2836,4,50,54,Spring,Mist,Monday,Midday,0.07407407407407407,1.6094379124341003,3.9318256327243257,4.007333185232471
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.4,0.2239,0,47,47,Spring,Mist,Monday,Midday,0.0,0.0,3.8712010109078907,3.8712010109078907
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.4,0.2239,2,43,45,Spring,Mist,Monday,Midday,0.044444444444444446,1.0986122886681096,3.784189633918261,3.828641396489095
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.4,0.1343,4,70,74,Spring,Clear,Monday,Evening Peak,0.05405405405405406,1.6094379124341003,4.2626798770413155,4.31748811353631
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.4,0.1045,4,174,178,Spring,Clear,Monday,Evening Peak,0.02247191011235955,1.6094379124341003,5.1647859739235145,5.187385805840755
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.4,0.2239,1,154,155,Spring,Clear,Monday,Evening Peak,0.0064516129032258064,0.6931471805599453,5.043425116919247,5.049856007249537
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.47,0.1642,3,92,95,Spring,Clear,Monday,Evening Peak,0.031578947368421054,1.3862943611198906,4.532599493153256,4.564348191467836
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.5,0.1642,1,73,74,Spring,Clear,Monday,Night/Early Morning,0.013513513513513514,0.6931471805599453,4.304065093204169,4.31748811353631
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.59,0.194,1,37,38,Spring,Clear,Monday,Night/Early Morning,0.02631578947368421,0.6931471805599453,3.6375861597263857,3.6635616461296463
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.59,0.1642,2,22,24,Spring,Clear,Monday,Night/Early Morning,0.08333333333333333,1.0986122886681096,3.1354942159291497,3.2188758248682006
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.59,0.1642,0,18,18,Spring,Clear,Monday,Night/Early Morning,0.0,0.0,2.9444389791664403,2.9444389791664403
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.59,0.1045,2,10,12,Spring,Clear,Tuesday,Night/Early Morning,0.16666666666666666,1.0986122886681096,2.3978952727983707,2.5649493574615367
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.59,0.1642,0,3,3,Spring,Clear,Tuesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.55,0.194,0,3,3,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.55,0.1343,0,6,6,Spring,Mist,Tuesday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.55,0.1343,0,27,27,Spring,Mist,Tuesday,Morning Peak,0.0,0.0,3.332204510175204,3.332204510175204
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.55,0.0,2,97,99,Spring,Mist,Tuesday,Morning Peak,0.020202020202020204,1.0986122886681096,4.584967478670572,4.605170185988092
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.51,0.0896,3,214,217,Spring,Mist,Tuesday,Morning Peak,0.013824884792626729,1.3862943611198906,5.3706380281276624,5.384495062789089
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.51,0.1642,3,127,130,Spring,Mist,Tuesday,Morning Peak,0.023076923076923078,1.3862943611198906,4.852030263919617,4.875197323201151
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.51,0.1642,3,51,54,Spring,Mist,Tuesday,Midday,0.05555555555555555,1.3862943611198906,3.9512437185814275,4.007333185232471
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.47,0.1343,4,31,35,Spring,Mist,Tuesday,Midday,0.11428571428571428,1.6094379124341003,3.4657359027997265,3.58351893845611
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.51,0.1045,2,55,57,Spring,Mist,Tuesday,Midday,0.03508771929824561,1.0986122886681096,4.02535169073515,4.060443010546419
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.59,0.0896,6,46,52,Spring,Mist,Tuesday,Midday,0.11538461538461539,1.9459101490553132,3.8501476017100584,3.970291913552122
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.59,0.0896,3,60,63,Spring,Mist,Tuesday,Midday,0.047619047619047616,1.3862943611198906,4.110873864173311,4.1588830833596715
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.8,0.0896,2,45,47,Spring,Mist,Tuesday,Midday,0.0425531914893617,1.0986122886681096,3.828641396489095,3.8712010109078907
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.86,0.2239,4,72,76,Spring,Mist,Tuesday,Evening Peak,0.05263157894736842,1.6094379124341003,4.290459441148391,4.343805421853684
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.86,0.2239,6,130,136,Spring,Mist,Tuesday,Evening Peak,0.04411764705882353,1.9459101490553132,4.875197323201151,4.919980925828125
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.93,0.1045,1,94,95,Spring,Light Snow/Rain,Tuesday,Evening Peak,0.010526315789473684,0.6931471805599453,4.553876891600541,4.564348191467836
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.93,0.0,0,51,51,Spring,Light Snow/Rain,Tuesday,Evening Peak,0.0,0.0,3.9512437185814275,3.9512437185814275
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.93,0.194,0,32,32,Spring,Light Snow/Rain,Tuesday,Night/Early Morning,0.0,0.0,3.4965075614664802,3.4965075614664802
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.86,0.0896,0,20,20,Spring,Light Snow/Rain,Tuesday,Night/Early Morning,0.0,0.0,3.044522437723423,3.044522437723423
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.93,0.1045,1,28,29,Spring,Light Snow/Rain,Tuesday,Night/Early Morning,0.034482758620689655,0.6931471805599453,3.367295829986474,3.4011973816621555
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.93,0.0896,1,18,19,Spring,Light Snow/Rain,Tuesday,Night/Early Morning,0.05263157894736842,0.6931471805599453,2.9444389791664403,2.995732273553991
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.86,0.0896,0,7,7,Spring,Mist,Wednesday,Night/Early Morning,0.0,0.0,2.0794415416798357,2.0794415416798357
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.86,0.1045,0,6,6,Spring,Mist,Wednesday,Night/Early Morning,0.0,0.0,1.9459101490553132,1.9459101490553132
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.86,0.1343,0,1,1,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,0.6931471805599453,0.6931471805599453
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.86,0.1642,0,5,5,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,1.791759469228055,1.791759469228055
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.93,0.1343,0,16,16,Spring,Clear,Wednesday,Morning Peak,0.0,0.0,2.833213344056216,2.833213344056216
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.69,0.1343,0,54,54,Spring,Clear,Wednesday,Morning Peak,0.0,0.0,4.007333185232471,4.007333185232471
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.59,0.1642,3,125,128,Spring,Clear,Wednesday,Morning Peak,0.0234375,1.3862943611198906,4.836281906951478,4.859812404361672
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.59,0.3284,3,78,81,Spring,Clear,Wednesday,Morning Peak,0.037037037037037035,1.3862943611198906,4.3694478524670215,4.406719247264253
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.55,0.2239,0,39,39,Spring,Clear,Wednesday,Midday,0.0,0.0,3.6888794541139363,3.6888794541139363
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.51,0.3881,3,32,35,Spring,Clear,Wednesday,Midday,0.08571428571428572,1.3862943611198906,3.4965075614664802,3.58351893845611
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.47,0.4775,3,52,55,Spring,Clear,Wednesday,Midday,0.05454545454545454,1.3862943611198906,3.970291913552122,4.02535169073515
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.44,0.3582,0,49,49,Spring,Clear,Wednesday,Midday,0.0,0.0,3.912023005428146,3.912023005428146
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.47,0.3284,0,44,44,Spring,Clear,Wednesday,Midday,0.0,0.0,3.8066624897703196,3.8066624897703196
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.47,0.4179,1,48,49,Spring,Clear,Wednesday,Midday,0.02040816326530612,0.6931471805599453,3.8918202981106265,3.912023005428146
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.44,0.3284,5,63,68,Spring,Clear,Wednesday,Evening Peak,0.07352941176470588,1.791759469228055,4.1588830833596715,4.23410650459726
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.47,0.3582,0,139,139,Spring,Clear,Wednesday,Evening Peak,0.0,0.0,4.941642422609304,4.941642422609304
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.47,0.4775,2,135,137,Spring,Clear,Wednesday,Evening Peak,0.014598540145985401,1.0986122886681096,4.912654885736052,4.927253685157205
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.47,0.4179,1,82,83,Spring,Clear,Wednesday,Evening Peak,0.012048192771084338,0.6931471805599453,4.418840607796598,4.430816798843313
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.5,0.3284,2,54,56,Spring,Clear,Wednesday,Night/Early Morning,0.03571428571428571,1.0986122886681096,4.007333185232471,4.04305126783455
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.55,0.3284,0,57,57,Spring,Clear,Wednesday,Night/Early Morning,0.0,0.0,4.060443010546419,4.060443010546419
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.55,0.4478,1,32,33,Spring,Clear,Wednesday,Night/Early Morning,0.030303030303030304,0.6931471805599453,3.4965075614664802,3.5263605246161616
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.59,0.4179,1,19,20,Spring,Clear,Wednesday,Night/Early Morning,0.05,0.6931471805599453,2.995732273553991,3.044522437723423
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.59,0.2836,1,6,7,Spring,Clear,Thursday,Night/Early Morning,0.14285714285714285,0.6931471805599453,1.9459101490553132,2.0794415416798357
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.5,0.2836,0,2,2,Spring,Clear,Thursday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.5,0.3582,0,2,2,Spring,Clear,Thursday,Night/Early Morning,0.0,0.0,1.0986122886681096,1.0986122886681096
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.5,0.3284,0,3,3,Spring,Clear,Thursday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.5,0.2537,0,4,4,Spring,Clear,Thursday,Night/Early Morning,0.0,0.0,1.6094379124341003,1.6094379124341003
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.5,0.2985,0,3,3,Spring,Clear,Thursday,Night/Early Morning,0.0,0.0,1.3862943611198906,1.3862943611198906
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.54,0.1343,0,28,28,Spring,Clear,Thursday,Morning Peak,0.0,0.0,3.367295829986474,3.367295829986474
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.54,0.1343,0,72,72,Spring,Clear,Thursday,Morning Peak,0.0,0.0,4.290459441148391,4.290459441148391
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.5,0.194,5,197,202,Spring,Clear,Thursday,Morning Peak,0.024752475247524754,1.791759469228055,5.288267030694535,5.313205979041787
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.5,0.3284,2,137,139,Spring,Clear,Thursday,Morning Peak,0.014388489208633094,1.0986122886681096,4.927253685157205,4.941642422609304
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.5,0.3582,2,36,38,Spring,Mist,Thursday,Midday,0.05263157894736842,1.0986122886681096,3.6109179126442243,3.6635616461296463
