instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,casual_ratio,log_casual,log_registered,log_cnt
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.62375,0.170396,2153.0,4444,6597.0,Fall,Clear,Sunday,0.3263604668788843,7.675081857716334,8.399535147948004,8.794521851788527
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.66875,0.153617,1040.0,6065,7105.0,Fall,Clear,Monday,0.14637579169598874,6.947937068614969,8.710454688248527,8.868694776580972
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.704167,0.165425,968.0,6248,7216.0,Fall,Clear,Tuesday,0.13414634146341464,6.876264611890766,8.740176729929082,8.884194633072273
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.6775,0.141179,1074.0,6506,7580.0,Fall,Clear,Wednesday,0.141688654353562,6.980075940561763,8.780633799494984,8.933400396056303
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.659583,0.129354,983.0,6278,7261.0,Fall,Clear,Thursday,0.13538080154248727,6.891625897052253,8.744966011114109,8.89041055197428
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.6425,0.215792,1328.0,5847,7175.0,Fall,Mist,Friday,0.1850871080139373,7.192182058713246,8.673855001429615,8.878497403738631
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.613333,0.257458,2266.75,4479,6745.75,Fall,Clear,Saturday,0.3360263869843976,7.726543429495053,8.40737832540903,8.816816186435666
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.6525,0.290421,1707.0,3757,5464.0,Fall,Clear,Sunday,0.31240849194729137,7.443078374348515,8.231642179973411,8.60611940061064
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.654167,0.129354,1233.0,5780,7013.0,Fall,Mist,Monday,0.17581634108084984,7.1180162044653335,8.662331957082475,8.855663430700123
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.70375,0.116908,1278.0,5995,7273.0,Fall,Mist,Tuesday,0.17571841055960402,7.153833801578843,8.698847859222488,8.892061625546935
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.672917,0.1107,1263.0,6271,7534.0,Fall,Mist,Wednesday,0.167640031855588,7.142036574706803,8.743850562030243,8.927314111060596
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.620417,0.1561,1196.0,6090,7286.0,Fall,Clear,Thursday,0.16415042547351083,7.087573705557973,8.714567550836485,8.893847217670283
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.715833,0.238813,1065.0,4721,5786.0,Fall,Mist,Friday,0.18406498444521258,6.97166860472579,8.459987717645458,8.663369301573839
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.732917,0.206479,2247.0,4052,6299.0,Fall,Mist,Saturday,0.3567232894110176,7.717796211013582,8.307212626628308,8.748304912379623
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.530417,0.122512,2182.0,4362,6544.0,Fall,Clear,Sunday,0.33343520782396086,7.688455356549944,8.38091517312361,8.786456678344
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.545417,0.136212,1207.0,5676,6883.0,Fall,Clear,Monday,0.17535958157780038,7.0967213784947605,8.644178203170727,8.83695515733143
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.686667,0.169158,1128.0,5656,6784.0,Fall,Clear,Tuesday,0.16627358490566038,7.029087564149662,8.640648995343156,8.82246957226897
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.619583,0.169771,1198.0,6149,7347.0,Fall,Clear,Wednesday,0.16305975227984212,7.089243155027514,8.724207360800564,8.902183446335016
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.519167,0.141796,1338.0,6267,7605.0,Fall,Clear,Thursday,0.17593688362919133,7.199678345691172,8.74321260347591,8.936692688488204
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.570833,0.231354,1483.0,5665,7148.0,Fall,Clear,Friday,0.20747062115277,7.302496423727326,8.642238680390461,8.874727765766853
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.603333,0.177867,2266.75,5038,7304.75,Fall,Clear,Saturday,0.310311783428591,7.726543429495053,8.524962928680598,8.896416988319174
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.711667,0.08645,1208.0,3341,4549.0,Fall,Mist,Sunday,0.26555286876236533,7.097548850614793,8.114324709155339,8.422882511944996
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.734167,0.129979,1026.0,5504,6530.0,Fall,Mist,Monday,0.1571209800918836,6.934397209928558,8.61341204915678,8.784315349902657
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.67375,0.0727708,1081.0,5925,7006.0,Fall,Clear,Tuesday,0.1542963174421924,6.9865664594064265,8.68710472813351,8.854664928370534
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.677083,0.0702833,1094.0,6281,7375.0,Fall,Clear,Wednesday,0.14833898305084744,6.9985096422506015,8.745443680098592,8.90598676523643
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.635833,0.0845958,1363.0,6402,7765.0,Fall,Clear,Thursday,0.17553122987765615,7.218176838403408,8.764521909518802,8.957510510291613
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.615,0.0721458,1325.0,6257,7582.0,Fall,Mist,Friday,0.17475600105513056,7.189922170745808,8.741615924228828,8.933664178700935
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.712917,0.244408,1829.0,4224,6053.0,Fall,Mist,Saturday,0.3021642160911944,7.512071245835466,8.348774539791274,8.708474489581665
604,2012-08-26,3,1,8,0,0,0,2,0.653333,0.845833,0.228858,1483.0,3772,5255.0,Fall,Mist,Sunday,0.28220742150333017,7.302496423727326,8.235625719964311,8.567125560164447
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.730417,0.128733,989.0,5928,6917.0,Fall,Clear,Monday,0.14298106115367934,6.897704943128636,8.687610843707368,8.841881989497114
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.62,0.190925,935.0,6105,7040.0,Fall,Clear,Tuesday,0.1328125,6.8416154764775925,8.717027173294824,8.859505484519133
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.552083,0.112562,1177.0,6520,7697.0,Fall,Clear,Wednesday,0.15291672080031182,7.071573364211532,8.782783017393202,8.948715833843691
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.590417,0.0771167,1172.0,6541,7713.0,Fall,Clear,Thursday,0.15195125113444832,7.067319848653476,8.785998208098329,8.950792138768174
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.5875,0.168533,1433.0,5917,7350.0,Fall,Clear,Friday,0.1949659863945578,7.2682230211595655,8.685753832960154,8.902591637374087
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.638333,0.113187,2266.75,3788,6054.75,Fall,Mist,Saturday,0.3743754903175193,7.726543429495053,8.239857411018601,8.708763512891341
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.815,0.0640708,2266.75,3197,5463.75,Fall,Mist,Sunday,0.4148707389613361,7.726543429495053,8.0702808933939,8.606073653910112
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.790833,0.151121,1965.0,4069,6034.0,Fall,Clear,Monday,0.3256546237984753,7.583756300707112,8.311398278436641,8.705331133531631
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.755,0.236321,867.0,5997,6864.0,Fall,Clear,Tuesday,0.1263111888111888,6.7661917146603505,8.699181359308955,8.834191318202071
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.74125,0.187808,832.0,6280,7112.0,Fall,Clear,Wednesday,0.11698537682789652,6.725033642166843,8.74528448245438,8.869679374733515
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.810417,0.142421,611.0,5592,6203.0,Fall,Mist,Thursday,0.09850072545542479,6.416732282512326,8.629271094821588,8.73294952429643
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.73625,0.171646,1045.0,6459,7504.0,Fall,Clear,Friday,0.1392590618336887,6.952728644624869,8.773384596776648,8.923324744067562
617,2012-09-08,3,1,9,0,6,0,2,0.659167,0.799167,0.281104,1557.0,4419,5976.0,Fall,Mist,Saturday,0.2605421686746988,7.351158226430694,8.393894975071744,8.695674048824253
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.5475,0.224496,2266.75,5657,7923.75,Fall,Clear,Sunday,0.2860703581006468,7.726543429495053,8.640825751861513,8.977746052506578
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.50375,0.258713,1118.0,6407,7525.0,Fall,Clear,Monday,0.14857142857142858,7.020190708311925,8.765302488748196,8.926118971153382
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.52,0.0920542,1070.0,6697,7767.0,Fall,Clear,Tuesday,0.13776232779709024,6.976348070447749,8.80956425335415,8.957768009971161
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.577083,0.131846,1050.0,6820,7870.0,Fall,Clear,Wednesday,0.13341804320203304,6.957497370876951,8.82776136765472,8.97094039814245
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.637083,0.0827208,1054.0,6750,7804.0,Fall,Clear,Thursday,0.13505894413121478,6.961296045910167,8.81744592104187,8.962519832949532
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.6725,0.103863,1379.0,6630,8009.0,Fall,Clear,Friday,0.1721812960419528,7.22983877815125,8.799510901368867,8.988446040062405
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.501667,0.247521,2266.75,5554,7820.75,Fall,Clear,Saturday,0.2898379311447112,7.726543429495053,8.62245370207373,8.964663593669432
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.57,0.0901833,2166.0,5167,7333.0,Fall,Clear,Sunday,0.29537706259375424,7.681099001536359,8.550241045462437,8.900276348631271
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.734583,0.151742,1022.0,5847,6869.0,Fall,Mist,Monday,0.14878439365264232,6.930494765951626,8.673855001429615,8.834919385216395
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.8725,0.357587,371.0,3702,4073.0,Fall,Mist,Tuesday,0.09108765038055487,5.918893854273146,8.216898580913613,8.31238059678675
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.536667,0.215175,788.0,6803,7591.0,Fall,Clear,Wednesday,0.10380714003425108,6.670766320845874,8.825265953515752,8.934850340289763
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.618333,0.118167,939.0,6781,7720.0,Fall,Clear,Thursday,0.1216321243523316,6.84587987526405,8.822027322685583,8.951699168308815
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.66875,0.154229,1250.0,6917,8167.0,Fall,Clear,Friday,0.15305497734786336,7.1316985104669115,8.841881989497114,9.007979359844501
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.646667,0.283583,2266.75,5883,8149.75,Fall,Clear,Saturday,0.27813736617687657,7.726543429495053,8.679992081721329,9.005865226540788
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.467083,0.223258,2266.75,5453,7719.75,Winter,Clear,Sunday,0.2936299750639593,7.726543429495053,8.604104563405533,8.951666788559109
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.492917,0.142404,1001.0,6435,7436.0,Winter,Clear,Monday,0.1346153846153846,6.90975328164481,8.769662508112274,8.9142228207033
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.57,0.236321,845.0,6693,7538.0,Winter,Clear,Tuesday,0.11209869992040329,6.740519359606223,8.808966881771273,8.927844826211702
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.630833,0.2444,787.0,6946,7733.0,Winter,Clear,Wednesday,0.10177162808741756,6.669498089857879,8.846065190692881,8.953381472167242
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.690833,0.134342,751.0,6642,7393.0,Winter,Mist,Thursday,0.10158257811443257,6.62273632394984,8.80131894766524,8.908424139496578
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.69,0.164179,1045.0,6370,7415.0,Winter,Mist,Friday,0.1409305461901551,6.952728644624869,8.759511722116489,8.91139510724569
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.542917,0.227604,2266.75,5966,8232.75,Winter,Clear,Saturday,0.27533327260028545,7.726543429495053,8.693999567522082,9.015996839954903
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.583333,0.134958,2015.0,4874,6889.0,Winter,Clear,Sunday,0.2924952823341559,7.60887062919126,8.491875383431948,8.837826364007704
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.649167,0.0908042,763.0,6015,6778.0,Winter,Mist,Monday,0.11257007966951903,6.638567789166521,8.702177865629675,8.821584877430965
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.871667,0.104475,315.0,4324,4639.0,Winter,Light Snow/Rain,Tuesday,0.06790256520801898,5.755742213586912,8.37216741936598,8.442469645220301
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.79375,0.0665458,728.0,6844,7572.0,Winter,Mist,Wednesday,0.09614368726888536,6.591673732008658,8.83127373772255,8.932344569113823
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.722917,0.117546,891.0,6437,7328.0,Winter,Mist,Thursday,0.12158842794759825,6.79346613258001,8.769973211858753,8.89959435992585
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.6275,0.10635,1516.0,6640,8156.0,Winter,Clear,Friday,0.18587542913192742,7.324489979348532,8.801017833540714,9.00663173330058
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.664167,0.268025,2266.75,4934,7200.75,Winter,Clear,Saturday,0.31479359788910877,7.726543429495053,8.504107951867582,8.882079331026485
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.708333,0.141162,781.0,2729,3510.0,Winter,Mist,Sunday,0.2225071225071225,6.661854740545311,7.912056888179006,8.163656176168432
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.709583,0.189679,874.0,4604,5478.0,Winter,Mist,Monday,0.15954728002920773,6.774223886357614,8.434897948689407,8.608677881538416
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.761667,0.1903,601.0,5791,6392.0,Winter,Mist,Tuesday,0.09402377972465582,6.400257445308821,8.664232934065552,8.762958920766726
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.630833,0.187821,780.0,6911,7691.0,Winter,Clear,Wednesday,0.10141724093095826,6.660575149839686,8.841014310483892,8.94793610670867
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.463333,0.181596,834.0,6736,7570.0,Winter,Clear,Thursday,0.11017173051519155,6.727431724850855,8.81537000096066,8.932080438103307
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.539167,0.235092,1060.0,6222,7282.0,Winter,Clear,Friday,0.1455644053831365,6.966967138613983,8.736007384569218,8.893298144217916
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.494583,0.146142,2252.0,4857,7109.0,Winter,Clear,Saturday,0.3167815445210297,7.720017940432244,8.488382109562117,8.869257522797287
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.640417,0.278612,2080.0,4559,6639.0,Winter,Clear,Sunday,0.31330019581262236,7.640603826393634,8.425077902508432,8.80086724247048
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.7075,0.296037,760.0,5115,5875.0,Winter,Mist,Monday,0.12936170212765957,6.634633357861686,8.540128162698734,8.678631537293768
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.558333,0.182221,922.0,6612,7534.0,Winter,Clear,Tuesday,0.12237855057074595,6.827629234502852,8.796792687674662,8.927314111060596
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.692917,0.101371,979.0,6482,7461.0,Winter,Clear,Wednesday,0.13121565473797078,6.887552571664617,8.776938645174996,8.917578753781104
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.728333,0.236937,1008.0,6501,7509.0,Winter,Mist,Thursday,0.13423891330403515,6.9167150203536085,8.779865100863852,8.92399074475818
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.815,0.134954,753.0,4671,5424.0,Winter,Mist,Friday,0.1388274336283186,6.625392368007956,8.449342524508063,8.59877317840866
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.572917,0.117537,2266.75,5284,7550.75,Winter,Clear,Saturday,0.30020196669205046,7.726543429495053,8.572627898304338,8.929534603463834
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.51,0.166054,2132.0,4692,6824.0,Winter,Clear,Sunday,0.31242672919109027,7.665284718471351,8.453827315794417,8.82834762005316
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.568333,0.0814833,830.0,6228,7058.0,Winter,Clear,Monday,0.11759705298951545,6.7226297948554485,8.736971085254146,8.862058677395472
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.641667,0.0945458,841.0,6625,7466.0,Winter,Clear,Tuesday,0.11264398607018483,6.7357800142423265,8.798756582859841,8.918248591035702
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.63625,0.0727792,795.0,6898,7693.0,Winter,Clear,Wednesday,0.10334069933705967,6.679599185844383,8.839131752546109,8.94819608331224
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.800417,0.124375,875.0,6484,7359.0,Winter,Mist,Thursday,0.11890202473162115,6.775366090936392,8.777247096750544,8.903815211722922
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.807083,0.132467,1182.0,6262,7444.0,Winter,Mist,Friday,0.15878559914024717,7.075808863978387,8.742414582525413,8.915297945118109
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.72,0.235692,2266.75,5209,7475.75,Winter,Mist,Saturday,0.3032137243754807,7.726543429495053,8.558335134747413,8.919553484570923
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.694583,0.38061125,998.0,3461,4459.0,Winter,Mist,Sunday,0.22381699932720342,6.906754778648554,8.149601735736155,8.40290404501411
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.88,0.3582,2.0,20,22.0,Winter,Light Snow/Rain,Monday,0.09090909090909091,1.0986122886681096,3.044522437723423,3.1354942159291497
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.825455,0.213009,87.0,1009,1096.0,Winter,Mist,Tuesday,0.07937956204379562,4.477336814478207,6.917705609835305,7.00033446027523
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.666667,0.166667,419.0,5147,5566.0,Winter,Mist,Wednesday,0.07527847646424722,6.040254711277414,8.546363568716018,8.624611588183507
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.581667,0.157346,466.0,5520,5986.0,Winter,Mist,Thursday,0.07784831272970263,6.1463292576688975,8.616314282284044,8.697345730925353
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.522083,0.266175,618.0,5229,5847.0,Winter,Clear,Friday,0.10569522832221652,6.428105272684596,8.56216655705897,8.673855001429615
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.49125,0.270529,1029.0,4109,5138.0,Winter,Mist,Saturday,0.20027247956403268,6.937314081223682,8.32117830749028,8.54461378699223
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.532917,0.179108,1201.0,3906,5107.0,Winter,Clear,Sunday,0.23516741727041315,7.091742115095153,8.27052509505507,8.53856321715243
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.494167,0.236325,378.0,4881,5259.0,Winter,Clear,Monday,0.07187678265830005,5.937536205082426,8.493310250952906,8.567886305731756
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.567083,0.173513,466.0,5220,5686.0,Winter,Clear,Tuesday,0.08195568061906437,6.1463292576688975,8.560444233410552,8.645938147306799
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.5475,0.304108,326.0,4709,5035.0,Winter,Mist,Wednesday,0.064746772591857,5.7899601708972535,8.457443187010464,8.524367395164237
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.333478,0.347835,340.0,4975,5315.0,Winter,Clear,Thursday,0.06396989651928504,5.831882477283517,8.512381634419015,8.578476419833136
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.540833,0.214558,709.0,5283,5992.0,Winter,Clear,Friday,0.11832443257676903,6.565264970035361,8.572438665642215,8.698347400458186
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.645417,0.0578458,2090.0,4446,6536.0,Winter,Clear,Saturday,0.31976744186046513,7.645397699428633,8.399984990510696,8.78523362361273
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.659167,0.1275,2266.75,4562,6828.75,Winter,Clear,Sunday,0.3319421563243639,7.726543429495053,8.425735580927402,8.829043348673839
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.741667,0.173517,1097.0,5172,6269.0,Winter,Clear,Monday,0.1749880363694369,7.001245622069476,8.551208070003515,8.743531633626967
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.662917,0.342046,327.0,3767,4094.0,Winter,Mist,Tuesday,0.07987298485588666,5.793013608384144,8.234299635696253,8.31752199628717
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.552083,0.199625,373.0,5122,5495.0,Winter,Clear,Wednesday,0.06787989080982712,5.924255797414532,8.541495483939203,8.611775833902186
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.620417,0.152987,320.0,5125,5445.0,Winter,Mist,Thursday,0.05876951331496786,5.771441123130016,8.542080906924017,8.602636673233706
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.524583,0.171025,484.0,5214,5698.0,Winter,Clear,Friday,0.08494208494208494,6.184148890937483,8.559294367434873,8.648045999835
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.545417,0.179729,1313.0,4316,5629.0,Winter,Clear,Saturday,0.23325635103926096,7.1808311990445555,8.370315995555478,8.635864721133736
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.692917,0.227612,922.0,3747,4669.0,Winter,Clear,Sunday,0.1974726922253159,6.827629234502852,8.228977643358313,8.448914350662942
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.623333,0.235067,449.0,5050,5499.0,Winter,Mist,Monday,0.08165120931078378,6.1092475827643655,8.527341522468053,8.612503371220562
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.685,0.082725,534.0,5100,5634.0,Winter,Mist,Tuesday,0.09478168264110756,6.282266746896006,8.537191877922927,8.636752426473876
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.61375,0.103246,615.0,4531,5146.0,Winter,Clear,Wednesday,0.11951029926156238,6.423246963533519,8.418918622147897,8.546169299652755
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.580417,0.0528708,955.0,1470,2425.0,Winter,Clear,Thursday,0.3938144329896907,6.862757913051401,7.293697720601438,7.793999089503996
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.56875,0.148021,1603.0,2307,3910.0,Winter,Clear,Friday,0.40997442455242966,7.38025578842646,7.744136627627991,8.271548374755515
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.404583,0.376871,532.0,1745,2277.0,Winter,Clear,Saturday,0.23364075537988582,6.278521424165844,7.465082736399547,7.731053144007127
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.468333,0.1505,309.0,2115,2424.0,Winter,Clear,Sunday,0.12747524752475248,5.736572297479192,7.65728279297819,7.793586803371584
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.535417,0.04665,337.0,4750,5087.0,Winter,Clear,Monday,0.0662472970316493,5.823045895483019,8.46611040118692,8.534640105019959
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.786667,0.237562,123.0,3836,3959.0,Winter,Mist,Tuesday,0.031068451629199294,4.820281565605037,8.252446090246952,8.283999304248526
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.50625,0.210821,198.0,5062,5260.0,Winter,Clear,Wednesday,0.0376425855513308,5.293304824724492,8.529714471969909,8.568076401730806
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.555652,0.115522,243.0,5080,5323.0,Winter,Clear,Thursday,0.04565094871313169,5.497168225293202,8.533263371593732,8.579980179515003
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.649583,0.0584708,362.0,5306,5668.0,Winter,Clear,Friday,0.06386732533521525,5.8944028342648505,8.576781982827894,8.642768014324304
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.806667,0.0597042,951.0,4240,5191.0,Winter,Mist,Saturday,0.1832016952417646,6.858565034791365,8.352554369474591,8.554874258383926
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.823333,0.124379,892.0,3757,4649.0,Winter,Mist,Sunday,0.19186921918692193,6.794586580876499,8.231642179973411,8.444622498581403
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.7675,0.0827208,555.0,5679,6234.0,Winter,Clear,Monday,0.08902791145332051,6.320768294250582,8.644706511715198,8.737933858114136
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.73375,0.174129,551.0,6055,6606.0,Winter,Clear,Tuesday,0.0834090221011202,6.313548046277095,8.708804795117285,8.795884972029885
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.485,0.324021,331.0,5398,5729.0,Winter,Clear,Wednesday,0.057776226217489964,5.805134968916488,8.593969030218286,8.653470809708786
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.50875,0.174754,340.0,5035,5375.0,Winter,Clear,Thursday,0.06325581395348837,5.831882477283517,8.524367395164237,8.589699882202986
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.764167,0.1306,349.0,4659,5008.0,Winter,Mist,Friday,0.0696884984025559,5.857933154483459,8.446770727119691,8.518991573357617
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.91125,0.101379,1153.0,4429,5582.0,Winter,Mist,Saturday,0.20655678968111787,7.050989447068045,8.39615486303918,8.62748154531036
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.905417,0.157975,441.0,2787,3228.0,Winter,Mist,Sunday,0.1366171003717472,6.091309882077698,7.933079771880415,8.079927770758275
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.925,0.190308,329.0,4841,5170.0,Winter,Mist,Monday,0.06363636363636363,5.799092654460526,8.485083137498004,8.550821372396221
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.596667,0.296037,282.0,5219,5501.0,Winter,Mist,Tuesday,0.05126340665333576,5.645446897643238,8.560252680876685,8.61286694148452
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.538333,0.162937,310.0,5009,5319.0,Winter,Mist,Wednesday,0.0582816318856928,5.739792912179234,8.51919119407891,8.57922858233569
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.485833,0.174129,425.0,5107,5532.0,Winter,Clear,Thursday,0.07682574114244396,6.054439346269371,8.53856321715243,8.618485442898109
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.642917,0.131229,429.0,5182,5611.0,Winter,Clear,Friday,0.07645695954375334,6.063785208687608,8.553139318189707,8.632662441222351
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.650417,0.10635,767.0,4280,5047.0,Winter,Clear,Saturday,0.15197146819893007,6.643789733147672,8.361941906144946,8.52674740422105
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.83875,0.100742,538.0,3248,3786.0,Winter,Mist,Sunday,0.1421024828314844,6.289715570908998,8.0861025356691,8.239329427901795
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.907083,0.0982583,212.0,4373,4585.0,Winter,Mist,Monday,0.04623773173391494,5.3612921657094255,8.383433201236713,8.43076346341785
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.66625,0.221404,433.0,5124,5557.0,Winter,Clear,Tuesday,0.07791974086737448,6.073044534100405,8.54188580400661,8.62299361030245
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.625417,0.184092,333.0,4934,5267.0,Winter,Clear,Wednesday,0.06322384659198785,5.8111409929767,8.504107951867582,8.569406062863171
